[ T - T r a c k ]
    title = Track Detection using [T-track] tally
     mesh =  reg            # mesh type is region-wise
      reg = { 101 - 103 }
   e-type =    3            # e-mesh is log given by emin, emax and ne
     emin =  1.0000000E-05  # minimum value of e-mesh points
     emax =   10.00000      # maximum value of e-mesh points
#    edel =  6.9077553E-02  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-05  1.07152E-05  1.14815E-05  1.23027E-05  1.31826E-05
#           1.41254E-05  1.51356E-05  1.62181E-05  1.73780E-05  1.86209E-05
#           1.99526E-05  2.13796E-05  2.29087E-05  2.45471E-05  2.63027E-05
#           2.81838E-05  3.01995E-05  3.23594E-05  3.46737E-05  3.71535E-05
#           3.98107E-05  4.26580E-05  4.57088E-05  4.89779E-05  5.24807E-05
#           5.62341E-05  6.02560E-05  6.45654E-05  6.91831E-05  7.41310E-05
#           7.94328E-05  8.51138E-05  9.12011E-05  9.77237E-05  1.04713E-04
#           1.12202E-04  1.20226E-04  1.28825E-04  1.38038E-04  1.47911E-04
#           1.58489E-04  1.69824E-04  1.81970E-04  1.94984E-04  2.08930E-04
#           2.23872E-04  2.39883E-04  2.57040E-04  2.75423E-04  2.95121E-04
#           3.16228E-04  3.38844E-04  3.63078E-04  3.89045E-04  4.16869E-04
#           4.46684E-04  4.78630E-04  5.12861E-04  5.49541E-04  5.88844E-04
#           6.30957E-04  6.76083E-04  7.24436E-04  7.76247E-04  8.31764E-04
#           8.91251E-04  9.54993E-04  1.02329E-03  1.09648E-03  1.17490E-03
#           1.25893E-03  1.34896E-03  1.44544E-03  1.54882E-03  1.65959E-03
#           1.77828E-03  1.90546E-03  2.04174E-03  2.18776E-03  2.34423E-03
#           2.51189E-03  2.69153E-03  2.88403E-03  3.09030E-03  3.31131E-03
#           3.54813E-03  3.80189E-03  4.07380E-03  4.36516E-03  4.67735E-03
#           5.01187E-03  5.37032E-03  5.75440E-03  6.16595E-03  6.60693E-03
#           7.07946E-03  7.58578E-03  8.12831E-03  8.70964E-03  9.33254E-03
#           1.00000E-02  1.07152E-02  1.14815E-02  1.23027E-02  1.31826E-02
#           1.41254E-02  1.51356E-02  1.62181E-02  1.73780E-02  1.86209E-02
#           1.99526E-02  2.13796E-02  2.29087E-02  2.45471E-02  2.63027E-02
#           2.81838E-02  3.01995E-02  3.23594E-02  3.46737E-02  3.71535E-02
#           3.98107E-02  4.26580E-02  4.57088E-02  4.89779E-02  5.24807E-02
#           5.62341E-02  6.02560E-02  6.45654E-02  6.91831E-02  7.41310E-02
#           7.94328E-02  8.51138E-02  9.12011E-02  9.77237E-02  1.04713E-01
#           1.12202E-01  1.20226E-01  1.28825E-01  1.38038E-01  1.47911E-01
#           1.58489E-01  1.69824E-01  1.81970E-01  1.94984E-01  2.08930E-01
#           2.23872E-01  2.39883E-01  2.57040E-01  2.75423E-01  2.95121E-01
#           3.16228E-01  3.38844E-01  3.63078E-01  3.89045E-01  4.16869E-01
#           4.46684E-01  4.78630E-01  5.12861E-01  5.49541E-01  5.88844E-01
#           6.30957E-01  6.76083E-01  7.24436E-01  7.76247E-01  8.31764E-01
#           8.91251E-01  9.54993E-01  1.02329E+00  1.09648E+00  1.17490E+00
#           1.25893E+00  1.34896E+00  1.44544E+00  1.54882E+00  1.65959E+00
#           1.77828E+00  1.90546E+00  2.04174E+00  2.18776E+00  2.34423E+00
#           2.51189E+00  2.69153E+00  2.88403E+00  3.09030E+00  3.31131E+00
#           3.54813E+00  3.80189E+00  4.07380E+00  4.36516E+00  4.67735E+00
#           5.01187E+00  5.37032E+00  5.75440E+00  6.16595E+00  6.60693E+00
#           7.07946E+00  7.58578E+00  8.12831E+00  8.70964E+00  9.33254E+00
#           1.00000E+01
     unit =    2            # unit is [1/cm^2/MeV/source]
 material =  all            # (D=all) number of specific material
     axis =  eng            # axis of output
     file = track_eng.out   # file name of output for the above axis
     part =  neutron    photon   
# kf/name :  2112       22       
    gshow =    3            # 0: no 1:bnd, 2:bnd+mat, 3:bnd+reg 4:bnd+lat 5:bmp style
    resol =    1            # (D=1) resolution of gshow or rshow
    width = 0.5000000       # (D=0.5) width of lines for gshow or rshow
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         209 (  0)           0 (  0)         209 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    101

x: Energy [MeV]
y: Flux [1/cm^2/MeV/source]          
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(neutron ),hh0l   n y(photon  ),hh0dr  n 
   1.9953E-05   2.1380E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.1380E-05   2.2909E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.2909E-05   2.4547E-05   6.8064E-05  1.0000   0.0000E+00  0.0000
   2.4547E-05   2.6303E-05   1.7227E-05  1.0000   0.0000E+00  0.0000
   2.6303E-05   2.8184E-05   2.0596E-05  1.0000   0.0000E+00  0.0000
   2.8184E-05   3.0200E-05   6.2925E-05  1.0000   0.0000E+00  0.0000
   3.0200E-05   3.2359E-05   1.0264E-04  1.0000   0.0000E+00  0.0000
   3.2359E-05   3.4674E-05   1.2745E-04  1.0000   0.0000E+00  0.0000
   3.4674E-05   3.7154E-05   5.7794E-05  1.0000   0.0000E+00  0.0000
   3.7154E-05   3.9811E-05   1.0308E-04  1.0000   0.0000E+00  0.0000
   3.9811E-05   4.2658E-05   1.6619E-05  1.0000   0.0000E+00  0.0000
   4.2658E-05   4.5709E-05   5.7363E-05  1.0000   0.0000E+00  0.0000
   4.5709E-05   4.8978E-05   3.3507E-05  1.0000   0.0000E+00  0.0000
   4.8978E-05   5.2481E-05   1.6025E-05  1.0000   0.0000E+00  0.0000
   5.2481E-05   5.6234E-05   1.7584E-05  1.0000   0.0000E+00  0.0000
   5.6234E-05   6.0256E-05   2.9833E-06  1.0000   0.0000E+00  0.0000
   6.0256E-05   6.4565E-05   1.0584E-05  1.0000   0.0000E+00  0.0000
   6.4565E-05   6.9183E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.9183E-05   7.4131E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   7.4131E-05   7.9433E-05   7.1544E-05  1.0000   0.0000E+00  0.0000
   7.9433E-05   8.5114E-05   7.2593E-05  1.0000   0.0000E+00  0.0000
   8.5114E-05   9.1201E-05   1.8099E-05  1.0000   0.0000E+00  0.0000
   9.1201E-05   9.7724E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   9.7724E-05   1.0471E-04   2.4928E-05  1.0000   0.0000E+00  0.0000
   1.0471E-04   1.1220E-04   4.7448E-05  0.7719   0.0000E+00  0.0000
   1.1220E-04   1.2023E-04   3.1205E-05  1.0000   0.0000E+00  0.0000
   1.2023E-04   1.2882E-04   1.2515E-05  1.0000   0.0000E+00  0.0000
   1.2882E-04   1.3804E-04   8.4738E-05  0.7149   0.0000E+00  0.0000
   1.3804E-04   1.4791E-04   9.4544E-05  0.6384   0.0000E+00  0.0000
   1.4791E-04   1.5849E-04   1.2086E-04  0.9405   0.0000E+00  0.0000
   1.5849E-04   1.6982E-04   1.1979E-04  0.6871   0.0000E+00  0.0000
   1.6982E-04   1.8197E-04   1.0044E-04  0.8626   0.0000E+00  0.0000
   1.8197E-04   1.9498E-04   1.4402E-05  0.8490   0.0000E+00  0.0000
   1.9498E-04   2.0893E-04   3.4107E-05  0.8728   0.0000E+00  0.0000
   2.0893E-04   2.2387E-04   2.3500E-05  0.8989   0.0000E+00  0.0000
   2.2387E-04   2.3988E-04   6.3010E-05  0.9150   0.0000E+00  0.0000
   2.3988E-04   2.5704E-04   1.2454E-04  0.8450   0.0000E+00  0.0000
   2.5704E-04   2.7542E-04   9.4631E-05  0.9739   0.0000E+00  0.0000
   2.7542E-04   2.9512E-04   7.9863E-05  0.6427   0.0000E+00  0.0000
   2.9512E-04   3.1623E-04   1.5891E-04  0.9045   0.0000E+00  0.0000
   3.1623E-04   3.3884E-04   3.2563E-05  0.8505   0.0000E+00  0.0000
   3.3884E-04   3.6308E-04   5.4993E-05  0.7630   0.0000E+00  0.0000
   3.6308E-04   3.8905E-04   1.1116E-04  0.9346   0.0000E+00  0.0000
   3.8905E-04   4.1687E-04   1.9948E-05  0.7073   0.0000E+00  0.0000
   4.1687E-04   4.4668E-04   6.5640E-05  0.7202   0.0000E+00  0.0000
   4.4668E-04   4.7863E-04   5.2948E-06  0.7723   0.0000E+00  0.0000
   4.7863E-04   5.1286E-04   5.0063E-05  0.5632   0.0000E+00  0.0000
   5.1286E-04   5.4954E-04   5.3801E-05  0.5857   0.0000E+00  0.0000
   5.4954E-04   5.8884E-04   1.1939E-04  0.6549   0.0000E+00  0.0000
   5.8884E-04   6.3096E-04   1.0640E-04  0.5999   0.0000E+00  0.0000
   6.3096E-04   6.7608E-04   4.5834E-05  0.7458   0.0000E+00  0.0000
   6.7608E-04   7.2444E-04   7.2380E-05  0.6465   0.0000E+00  0.0000
   7.2444E-04   7.7625E-04   8.5500E-05  0.5706   0.0000E+00  0.0000
   7.7625E-04   8.3176E-04   6.8227E-05  0.4573   0.0000E+00  0.0000
   8.3176E-04   8.9125E-04   1.0018E-04  0.4156   0.0000E+00  0.0000
   8.9125E-04   9.5499E-04   7.2324E-05  0.4752   0.0000E+00  0.0000
   9.5499E-04   1.0233E-03   1.7464E-04  0.3805   3.6969E-08  0.0533
   1.0233E-03   1.0965E-03   1.0306E-04  0.3899   7.6439E-08  0.0412
   1.0965E-03   1.1749E-03   1.1013E-04  0.3687   7.6681E-08  0.0384
   1.1749E-03   1.2589E-03   1.1417E-04  0.3494   9.7182E-08  0.0370
   1.2589E-03   1.3490E-03   1.9901E-04  0.3172   1.0162E-07  0.0374
   1.3490E-03   1.4454E-03   1.9865E-04  0.2709   1.1822E-07  0.0344
   1.4454E-03   1.5488E-03   2.9765E-04  0.2343   1.3691E-07  0.0332
   1.5488E-03   1.6596E-03   2.4352E-04  0.2273   1.5131E-07  0.0336
   1.6596E-03   1.7783E-03   3.3822E-04  0.1927   1.8335E-07  0.0343
   1.7783E-03   1.9055E-03   1.9558E-04  0.2095   2.0823E-07  0.0335
   1.9055E-03   2.0417E-03   4.1333E-05  0.2240   2.1476E-07  0.0335
   2.0417E-03   2.1878E-03   4.1790E-05  0.2618   2.3030E-07  0.0339
   2.1878E-03   2.3442E-03   1.7019E-04  0.1753   2.6421E-07  0.0342
   2.3442E-03   2.5119E-03   2.1597E-04  0.1797   2.9611E-07  0.0343
   2.5119E-03   2.6915E-03   7.8792E-05  0.2257   3.3532E-07  0.0335
   2.6915E-03   2.8840E-03   2.0634E-04  0.1611   3.8129E-07  0.0323
   2.8840E-03   3.0903E-03   2.0804E-04  0.1619   4.1664E-07  0.0322
   3.0903E-03   3.3113E-03   2.7302E-04  0.1502   4.3722E-07  0.0338
   3.3113E-03   3.5481E-03   3.0497E-04  0.1387   5.3840E-07  0.0327
   3.5481E-03   3.8019E-03   4.1731E-04  0.1217   6.2299E-07  0.0329
   3.8019E-03   4.0738E-03   2.5496E-04  0.1356   6.6063E-07  0.0321
   4.0738E-03   4.3652E-03   4.3691E-04  0.1212   7.7399E-07  0.0313
   4.3652E-03   4.6774E-03   2.3396E-04  0.1193   8.1706E-07  0.0339
   4.6774E-03   5.0119E-03   3.8512E-04  0.1087   9.0572E-07  0.0332
   5.0119E-03   5.3703E-03   4.2298E-04  0.0969   1.0426E-06  0.0345
   5.3703E-03   5.7544E-03   2.8257E-04  0.1066   1.2199E-06  0.0324
   5.7544E-03   6.1660E-03   3.4821E-04  0.1044   1.3157E-06  0.0333
   6.1660E-03   6.6069E-03   4.2733E-04  0.0918   1.5044E-06  0.0335
   6.6069E-03   7.0795E-03   5.6212E-04  0.0861   1.8217E-06  0.0328
   7.0795E-03   7.5858E-03   1.2457E-03  0.0602   1.8401E-06  0.0352
   7.5858E-03   8.1283E-03   2.6655E-04  0.0777   2.0082E-04  0.0042
   8.1283E-03   8.7096E-03   3.9870E-04  0.0636   2.6765E-06  0.0324
   8.7096E-03   9.3325E-03   7.3174E-04  0.0584   3.2711E-05  0.0097
   9.3325E-03   1.0000E-02   4.2159E-04  0.0582   3.8538E-07  0.0357
   1.0000E-02   1.0715E-02   5.6727E-04  0.0578   4.3648E-07  0.0337
   1.0715E-02   1.1482E-02   4.2070E-04  0.0571   4.9117E-07  0.0332
   1.1482E-02   1.2303E-02   7.1737E-04  0.0518   5.4969E-07  0.0341
   1.2303E-02   1.3183E-02   1.1539E-03  0.0437   5.8872E-07  0.0348
   1.3183E-02   1.4125E-02   4.0997E-04  0.0500   6.8355E-07  0.0327
   1.4125E-02   1.5136E-02   6.8869E-04  0.0447   8.0273E-07  0.0348
   1.5136E-02   1.6218E-02   7.4614E-04  0.0391   8.9216E-07  0.0336
   1.6218E-02   1.7378E-02   1.0755E-03  0.0370   9.2888E-07  0.0352
   1.7378E-02   1.8621E-02   5.8423E-04  0.0391   1.0606E-06  0.0360
   1.8621E-02   1.9953E-02   1.1185E-03  0.0332   1.1875E-06  0.0354
   1.9953E-02   2.1380E-02   8.6456E-04  0.0337   1.4862E-06  0.0334
   2.1380E-02   2.2909E-02   1.1323E-03  0.0294   1.6150E-06  0.0355
   2.2909E-02   2.4547E-02   1.1154E-03  0.0269   1.7100E-06  0.0354
   2.4547E-02   2.6303E-02   8.8135E-04  0.0293   2.0512E-06  0.0355
   2.6303E-02   2.8184E-02   8.2692E-04  0.0291   2.3330E-06  0.0340
   2.8184E-02   3.0200E-02   9.1527E-04  0.0268   2.7644E-06  0.0328
   3.0200E-02   3.2359E-02   1.0828E-03  0.0259   2.7251E-06  0.0366
   3.2359E-02   3.4674E-02   1.0886E-03  0.0232   3.0988E-06  0.0352
   3.4674E-02   3.7154E-02   9.4986E-04  0.0229   3.6216E-06  0.0362
   3.7154E-02   3.9811E-02   1.1736E-03  0.0213   4.4080E-06  0.0351
   3.9811E-02   4.2658E-02   1.2784E-03  0.0206   5.0107E-06  0.0364
   4.2658E-02   4.5709E-02   1.1712E-03  0.0194   5.5122E-06  0.0337
   4.5709E-02   4.8978E-02   1.4357E-03  0.0183   6.2806E-06  0.0345
   4.8978E-02   5.2481E-02   1.9248E-03  0.0161   7.3459E-06  0.0345
   5.2481E-02   5.6234E-02   1.3335E-03  0.0169   8.8797E-06  0.0320
   5.6234E-02   6.0256E-02   1.1418E-03  0.0158   1.2085E-05  0.0315
   6.0256E-02   6.4565E-02   1.7946E-03  0.0145   1.6691E-05  0.0290
   6.4565E-02   6.9183E-02   1.3942E-03  0.0143   2.4490E-05  0.0250
   6.9183E-02   7.4131E-02   1.7290E-03  0.0139   3.8532E-05  0.0207
   7.4131E-02   7.9433E-02   1.3381E-03  0.0134   6.0029E-05  0.0169
   7.9433E-02   8.5114E-02   1.3635E-03  0.0135   9.8003E-05  0.0146
   8.5114E-02   9.1201E-02   1.6449E-03  0.0123   1.5183E-04  0.0124
   9.1201E-02   9.7724E-02   1.4985E-03  0.0124   2.1214E-04  0.0102
   9.7724E-02   1.0471E-01   1.7001E-03  0.0118   2.9273E-04  0.0092
   1.0471E-01   1.1220E-01   1.5550E-03  0.0115   3.8256E-04  0.0088
   1.1220E-01   1.2023E-01   1.8441E-03  0.0108   4.8397E-04  0.0080
   1.2023E-01   1.2882E-01   1.9155E-03  0.0099   5.8639E-04  0.0075
   1.2882E-01   1.3804E-01   1.8881E-03  0.0093   6.6778E-04  0.0069
   1.3804E-01   1.4791E-01   1.6307E-03  0.0097   7.3473E-04  0.0068
   1.4791E-01   1.5849E-01   1.7993E-03  0.0092   7.8913E-04  0.0067
   1.5849E-01   1.6982E-01   1.9355E-03  0.0084   8.1617E-04  0.0066
   1.6982E-01   1.8197E-01   1.8838E-03  0.0082   8.4297E-04  0.0066
   1.8197E-01   1.9498E-01   1.9457E-03  0.0085   8.6845E-04  0.0066
   1.9498E-01   2.0893E-01   1.7805E-03  0.0079   8.9452E-04  0.0064
   2.0893E-01   2.2387E-01   1.9535E-03  0.0073   8.9729E-04  0.0063
   2.2387E-01   2.3988E-01   1.9545E-03  0.0073   8.5381E-04  0.0063
   2.3988E-01   2.5704E-01   1.7567E-03  0.0073   7.7150E-04  0.0068
   2.5704E-01   2.7542E-01   2.0469E-03  0.0067   6.9480E-04  0.0071
   2.7542E-01   2.9512E-01   1.8615E-03  0.0070   6.2239E-04  0.0073
   2.9512E-01   3.1623E-01   1.8496E-03  0.0067   5.7046E-04  0.0070
   3.1623E-01   3.3884E-01   1.8719E-03  0.0064   5.1504E-04  0.0077
   3.3884E-01   3.6308E-01   1.9295E-03  0.0063   4.6765E-04  0.0078
   3.6308E-01   3.8905E-01   1.8410E-03  0.0063   4.8485E-04  0.0074
   3.8905E-01   4.1687E-01   1.9238E-03  0.0058   3.9449E-04  0.0080
   4.1687E-01   4.4668E-01   1.8059E-03  0.0059   3.6237E-04  0.0079
   4.4668E-01   4.7863E-01   1.7155E-03  0.0058   3.7300E-04  0.0082
   4.7863E-01   5.1286E-01   1.7502E-03  0.0057   5.1421E-04  0.0074
   5.1286E-01   5.4954E-01   1.6645E-03  0.0054   2.9314E-04  0.0087
   5.4954E-01   5.8884E-01   1.6617E-03  0.0054   2.8606E-04  0.0080
   5.8884E-01   6.3096E-01   1.6241E-03  0.0054   2.4900E-04  0.0087
   6.3096E-01   6.7608E-01   1.5382E-03  0.0055   5.7264E-04  0.0060
   6.7608E-01   7.2444E-01   1.4945E-03  0.0054   1.8437E-04  0.0097
   7.2444E-01   7.7625E-01   1.3766E-03  0.0052   3.3041E-04  0.0069
   7.7625E-01   8.3176E-01   1.2465E-03  0.0053   1.8722E-04  0.0092
   8.3176E-01   8.9125E-01   1.1819E-03  0.0053   2.7133E-04  0.0078
   8.9125E-01   9.5499E-01   1.0919E-03  0.0053   1.6631E-04  0.0094
   9.5499E-01   1.0233E+00   9.5423E-04  0.0054   5.3949E-04  0.0054
   1.0233E+00   1.0965E+00   8.7395E-04  0.0057   1.1724E-04  0.0111
   1.0965E+00   1.1749E+00   8.0951E-04  0.0055   2.6436E-04  0.0068
   1.1749E+00   1.2589E+00   7.2927E-04  0.0058   9.3995E-05  0.0115
   1.2589E+00   1.3490E+00   6.4283E-04  0.0059   2.0496E-04  0.0077
   1.3490E+00   1.4454E+00   5.8151E-04  0.0058   1.5516E-04  0.0085
   1.4454E+00   1.5488E+00   5.0636E-04  0.0059   1.3797E-04  0.0094
   1.5488E+00   1.6596E+00   4.5276E-04  0.0062   5.7585E-05  0.0135
   1.6596E+00   1.7783E+00   3.9869E-04  0.0066   5.5964E-05  0.0132
   1.7783E+00   1.9055E+00   3.5790E-04  0.0066   5.0540E-05  0.0134
   1.9055E+00   2.0417E+00   3.1099E-04  0.0066   3.6280E-05  0.0158
   2.0417E+00   2.1878E+00   2.7177E-04  0.0067   4.1267E-05  0.0145
   2.1878E+00   2.3442E+00   2.4042E-04  0.0070   2.9597E-05  0.0163
   2.3442E+00   2.5119E+00   2.0855E-04  0.0072   2.2635E-05  0.0178
   2.5119E+00   2.6915E+00   1.7840E-04  0.0077   4.1515E-05  0.0131
   2.6915E+00   2.8840E+00   1.5088E-04  0.0079   1.6671E-05  0.0205
   2.8840E+00   3.0903E+00   1.2874E-04  0.0078   1.5926E-05  0.0203
   3.0903E+00   3.3113E+00   1.0872E-04  0.0084   1.4532E-05  0.0211
   3.3113E+00   3.5481E+00   9.0482E-05  0.0091   1.2200E-05  0.0213
   3.5481E+00   3.8019E+00   7.7234E-05  0.0091   9.7699E-06  0.0238
   3.8019E+00   4.0738E+00   6.2553E-05  0.0100   7.8462E-06  0.0267
   4.0738E+00   4.3652E+00   5.1447E-05  0.0105   6.7548E-06  0.0266
   4.3652E+00   4.6774E+00   4.1596E-05  0.0115   3.8983E-06  0.0339
   4.6774E+00   5.0119E+00   3.3932E-05  0.0123   3.0193E-06  0.0387
   5.0119E+00   5.3703E+00   2.7040E-05  0.0133   2.2289E-06  0.0440
   5.3703E+00   5.7544E+00   2.1499E-05  0.0143   1.8996E-06  0.0447
   5.7544E+00   6.1660E+00   1.7000E-05  0.0149   1.3719E-06  0.0495
   6.1660E+00   6.6069E+00   1.2663E-05  0.0173   1.3075E-06  0.0475
   6.6069E+00   7.0795E+00   9.4646E-06  0.0192   1.0887E-06  0.0528
   7.0795E+00   7.5858E+00   7.2062E-06  0.0216   1.5614E-06  0.0417
   7.5858E+00   8.1283E+00   4.9728E-06  0.0245   2.4324E-06  0.0333
   8.1283E+00   8.7096E+00   3.3647E-06  0.0287   1.0176E-06  0.0466
   8.7096E+00   9.3325E+00   2.3422E-06  0.0345   4.3458E-07  0.0676
   9.3325E+00   1.0000E+01   1.4384E-06  0.0398   9.8115E-08  0.1382

#   sum over                 2.4718E-04           5.6419E-05

'no. =  2,  reg  =    102'
msuc: {\huge Track Detection using [T-track] tally}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.17}
wt: s(0.7)
\vspace{-3}
   vol  &=&   3.1463E+03 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. =  3   reg =    103

x: Energy [MeV]
y: Flux [1/cm^2/MeV/source]          
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(neutron ),hh0l   n y(photon  ),hh0dr  n 
#  e-lower      e-upper      neutron     r.err    photon      r.err 
   1.0000E-05   1.0715E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.0715E-05   1.1482E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.1482E-05   1.2303E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2303E-05   1.3183E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3183E-05   1.4125E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4125E-05   1.5136E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5136E-05   1.6218E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6218E-05   1.7378E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7378E-05   1.8621E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.8621E-05   1.9953E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9953E-05   2.1380E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.1380E-05   2.2909E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.2909E-05   2.4547E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.4547E-05   2.6303E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.6303E-05   2.8184E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.8184E-05   3.0200E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.0200E-05   3.2359E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.2359E-05   3.4674E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.4674E-05   3.7154E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.7154E-05   3.9811E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.9811E-05   4.2658E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.2658E-05   4.5709E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.5709E-05   4.8978E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.8978E-05   5.2481E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.2481E-05   5.6234E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.6234E-05   6.0256E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.0256E-05   6.4565E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.4565E-05   6.9183E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.9183E-05   7.4131E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   7.4131E-05   7.9433E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   7.9433E-05   8.5114E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   8.5114E-05   9.1201E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   9.1201E-05   9.7724E-05   0.0000E+00  0.0000   0.0000E+00  0.0000
   9.7724E-05   1.0471E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.0471E-04   1.1220E-04   1.1478E-04  1.0000   0.0000E+00  0.0000
   1.1220E-04   1.2023E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2023E-04   1.2882E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2882E-04   1.3804E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3804E-04   1.4791E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4791E-04   1.5849E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5849E-04   1.6982E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6982E-04   1.8197E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.8197E-04   1.9498E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9498E-04   2.0893E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.0893E-04   2.2387E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.2387E-04   2.3988E-04   2.6625E-04  1.0000   0.0000E+00  0.0000
   2.3988E-04   2.5704E-04   3.0456E-04  1.0000   0.0000E+00  0.0000
   2.5704E-04   2.7542E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.7542E-04   2.9512E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.9512E-04   3.1623E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.1623E-04   3.3884E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.3884E-04   3.6308E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.6308E-04   3.8905E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.8905E-04   4.1687E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.1687E-04   4.4668E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.4668E-04   4.7863E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.7863E-04   5.1286E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.1286E-04   5.4954E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.4954E-04   5.8884E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.8884E-04   6.3096E-04   5.1441E-04  0.5985   0.0000E+00  0.0000
   6.3096E-04   6.7608E-04   9.6516E-05  1.0000   0.0000E+00  0.0000
   6.7608E-04   7.2444E-04   9.7464E-05  1.0000   0.0000E+00  0.0000
   7.2444E-04   7.7625E-04   1.3525E-04  1.0000   0.0000E+00  0.0000
   7.7625E-04   8.3176E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   8.3176E-04   8.9125E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   8.9125E-04   9.5499E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   9.5499E-04   1.0233E-03   1.1146E-04  0.7074   0.0000E+00  0.0000
   1.0233E-03   1.0965E-03   9.8974E-05  0.7105   1.6758E-07  0.9545
   1.0965E-03   1.1749E-03   5.9752E-05  1.0000   0.0000E+00  0.0000
   1.1749E-03   1.2589E-03   1.5758E-04  0.6065   2.4627E-07  1.0000
   1.2589E-03   1.3490E-03   3.6766E-04  0.5737   0.0000E+00  0.0000
   1.3490E-03   1.4454E-03   2.3769E-04  0.6388   0.0000E+00  0.0000
   1.4454E-03   1.5488E-03   1.3988E-04  0.6992   0.0000E+00  0.0000
   1.5488E-03   1.6596E-03   1.6061E-04  0.4585   6.3877E-07  0.7902
