[ T - T r a c k ]
    title = Track Detection using [T-track] tally
     mesh =  reg            # mesh type is region-wise
      reg = 100
   e-type =    3            # e-mesh is log given by emin, emax and ne
     emin =  1.0000000E-06  # minimum value of e-mesh points
     emax =   100.0000      # maximum value of e-mesh points
#    edel =  9.2103404E-02  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-06  1.09648E-06  1.20226E-06  1.31826E-06  1.44544E-06
#           1.58489E-06  1.73780E-06  1.90546E-06  2.08930E-06  2.29087E-06
#           2.51189E-06  2.75423E-06  3.01995E-06  3.31131E-06  3.63078E-06
#           3.98107E-06  4.36516E-06  4.78630E-06  5.24807E-06  5.75440E-06
#           6.30957E-06  6.91831E-06  7.58578E-06  8.31764E-06  9.12011E-06
#           1.00000E-05  1.09648E-05  1.20226E-05  1.31826E-05  1.44544E-05
#           1.58489E-05  1.73780E-05  1.90546E-05  2.08930E-05  2.29087E-05
#           2.51189E-05  2.75423E-05  3.01995E-05  3.31131E-05  3.63078E-05
#           3.98107E-05  4.36516E-05  4.78630E-05  5.24807E-05  5.75440E-05
#           6.30957E-05  6.91831E-05  7.58578E-05  8.31764E-05  9.12011E-05
#           1.00000E-04  1.09648E-04  1.20226E-04  1.31826E-04  1.44544E-04
#           1.58489E-04  1.73780E-04  1.90546E-04  2.08930E-04  2.29087E-04
#           2.51189E-04  2.75423E-04  3.01995E-04  3.31131E-04  3.63078E-04
#           3.98107E-04  4.36516E-04  4.78630E-04  5.24807E-04  5.75440E-04
#           6.30957E-04  6.91831E-04  7.58578E-04  8.31764E-04  9.12011E-04
#           1.00000E-03  1.09648E-03  1.20226E-03  1.31826E-03  1.44544E-03
#           1.58489E-03  1.73780E-03  1.90546E-03  2.08930E-03  2.29087E-03
#           2.51189E-03  2.75423E-03  3.01995E-03  3.31131E-03  3.63078E-03
#           3.98107E-03  4.36516E-03  4.78630E-03  5.24807E-03  5.75440E-03
#           6.30957E-03  6.91831E-03  7.58578E-03  8.31764E-03  9.12011E-03
#           1.00000E-02  1.09648E-02  1.20226E-02  1.31826E-02  1.44544E-02
#           1.58489E-02  1.73780E-02  1.90546E-02  2.08930E-02  2.29087E-02
#           2.51189E-02  2.75423E-02  3.01995E-02  3.31131E-02  3.63078E-02
#           3.98107E-02  4.36516E-02  4.78630E-02  5.24807E-02  5.75440E-02
#           6.30957E-02  6.91831E-02  7.58578E-02  8.31764E-02  9.12011E-02
#           1.00000E-01  1.09648E-01  1.20226E-01  1.31826E-01  1.44544E-01
#           1.58489E-01  1.73780E-01  1.90546E-01  2.08930E-01  2.29087E-01
#           2.51189E-01  2.75423E-01  3.01995E-01  3.31131E-01  3.63078E-01
#           3.98107E-01  4.36516E-01  4.78630E-01  5.24807E-01  5.75440E-01
#           6.30957E-01  6.91831E-01  7.58578E-01  8.31764E-01  9.12011E-01
#           1.00000E+00  1.09648E+00  1.20226E+00  1.31826E+00  1.44544E+00
#           1.58489E+00  1.73780E+00  1.90546E+00  2.08930E+00  2.29087E+00
#           2.51189E+00  2.75423E+00  3.01995E+00  3.31131E+00  3.63078E+00
#           3.98107E+00  4.36516E+00  4.78630E+00  5.24807E+00  5.75440E+00
#           6.30957E+00  6.91831E+00  7.58578E+00  8.31764E+00  9.12011E+00
#           1.00000E+01  1.09648E+01  1.20226E+01  1.31826E+01  1.44544E+01
#           1.58489E+01  1.73780E+01  1.90546E+01  2.08930E+01  2.29087E+01
#           2.51189E+01  2.75423E+01  3.01995E+01  3.31131E+01  3.63078E+01
#           3.98107E+01  4.36516E+01  4.78630E+01  5.24807E+01  5.75440E+01
#           6.30957E+01  6.91831E+01  7.58578E+01  8.31764E+01  9.12011E+01
#           1.00000E+02
     unit =    2            # unit is [1/cm^2/MeV/source]
 material =  all            # (D=all) number of specific material
     axis =  eng            # axis of output
     file = track_eng.out   # file name of output for the above axis
     part =  neutron    photon   
# kf/name :  2112       22       
    gshow =    3            # 0: no 1:bnd, 2:bnd+mat, 3:bnd+reg 4:bnd+lat 5:bmp style
    resol =    1            # (D=1) resolution of gshow or rshow
    width = 0.5000000       # (D=0.5) width of lines for gshow or rshow
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         207 (  0)           0 (  0)         207 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    100

x: Energy [MeV]
y: Flux [1/cm^2/MeV/source]          
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(neutron ),hh0l   n y(photon  ),hh0dr  n 
   1.3183E-04   1.4454E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4454E-04   1.5849E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5849E-04   1.7378E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7378E-04   1.9055E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.9055E-04   2.0893E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.0893E-04   2.2909E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.2909E-04   2.5119E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.5119E-04   2.7542E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.7542E-04   3.0200E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.0200E-04   3.3113E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.3113E-04   3.6308E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.6308E-04   3.9811E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.9811E-04   4.3652E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.3652E-04   4.7863E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.7863E-04   5.2481E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.2481E-04   5.7544E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.7544E-04   6.3096E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.3096E-04   6.9183E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.9183E-04   7.5858E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   7.5858E-04   8.3176E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   8.3176E-04   9.1201E-04   0.0000E+00  0.0000   0.0000E+00  0.0000
   9.1201E-04   1.0000E-03   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.0000E-03   1.0965E-03   0.0000E+00  0.0000   8.6932E-08  0.0430
   1.0965E-03   1.2023E-03   0.0000E+00  0.0000   9.4027E-08  0.0437
   1.2023E-03   1.3183E-03   0.0000E+00  0.0000   1.0210E-07  0.0463
   1.3183E-03   1.4454E-03   0.0000E+00  0.0000   1.1717E-07  0.0440
   1.4454E-03   1.5849E-03   0.0000E+00  0.0000   1.7530E-07  0.0408
   1.5849E-03   1.7378E-03   0.0000E+00  0.0000   1.7285E-07  0.0435
   1.7378E-03   1.9055E-03   5.0404E-07  0.7273   2.0415E-06  0.0131
   1.9055E-03   2.0893E-03   2.1387E-07  1.0000   3.1867E-08  0.0374
   2.0893E-03   2.2909E-03   0.0000E+00  0.0000   2.6331E-08  0.0439
   2.2909E-03   2.5119E-03   0.0000E+00  0.0000   2.8376E-08  0.0404
   2.5119E-03   2.7542E-03   0.0000E+00  0.0000   3.9005E-08  0.0393
   2.7542E-03   3.0200E-03   0.0000E+00  0.0000   5.6954E-08  0.0378
   3.0200E-03   3.3113E-03   6.6179E-07  0.5838   5.5150E-08  0.0404
   3.3113E-03   3.6308E-03   3.1490E-07  0.7145   5.7803E-08  0.0432
   3.6308E-03   3.9811E-03   1.2385E-07  0.7230   9.1888E-08  0.0353
   3.9811E-03   4.3652E-03   1.6872E-07  0.9943   1.1892E-07  0.0344
   4.3652E-03   4.7863E-03   4.0474E-07  0.6035   1.9235E-07  0.0293
   4.7863E-03   5.2481E-03   3.5624E-07  0.4689   1.6029E-07  0.0341
   5.2481E-03   5.7544E-03   1.1932E-07  1.0000   2.5965E-07  0.0288
   5.7544E-03   6.3096E-03   8.5426E-09  1.0000   2.0536E-07  0.0350
   6.3096E-03   6.9183E-03   3.0571E-07  0.5677   3.2052E-07  0.0317
   6.9183E-03   7.5858E-03   1.8031E-07  0.6475   4.1015E-07  0.0293
   7.5858E-03   8.3176E-03   3.9404E-07  0.4555   5.2198E-07  0.0291
   8.3176E-03   9.1201E-03   3.6871E-07  0.4576   5.9034E-07  0.0286
   9.1201E-03   1.0000E-02   2.6825E-07  0.4497   9.4864E-07  0.0259
   1.0000E-02   1.0965E-02   9.6773E-08  0.7094   8.8004E-07  0.0288
   1.0965E-02   1.2023E-02   2.9454E-07  0.3959   1.2775E-06  0.0261
   1.2023E-02   1.3183E-02   3.0258E-07  0.3938   1.3750E-06  0.0274
   1.3183E-02   1.4454E-02   3.1178E-07  0.3485   2.0329E-06  0.0253
   1.4454E-02   1.5849E-02   3.3851E-07  0.3222   2.4652E-06  0.0255
   1.5849E-02   1.7378E-02   3.7350E-07  0.2894   3.6108E-06  0.0224
   1.7378E-02   1.9055E-02   3.4227E-07  0.2873   4.1953E-06  0.0234
   1.9055E-02   2.0893E-02   3.2860E-07  0.2799   5.3473E-06  0.0216
   2.0893E-02   2.2909E-02   5.8606E-07  0.2181   7.4287E-06  0.0212
   2.2909E-02   2.5119E-02   5.5721E-07  0.2150   8.7290E-06  0.0213
   2.5119E-02   2.7542E-02   4.1308E-07  0.2211   1.4920E-05  0.0171
   2.7542E-02   3.0200E-02   5.5524E-07  0.1896   2.5836E-05  0.0147
   3.0200E-02   3.3113E-02   4.9926E-07  0.1868   1.4981E-04  0.0061
   3.3113E-02   3.6308E-02   5.0263E-07  0.1862   2.1642E-05  0.0177
   3.6308E-02   3.9811E-02   5.1358E-07  0.1687   2.4397E-05  0.0167
   3.9811E-02   4.3652E-02   6.8766E-07  0.1470   2.9452E-05  0.0161
   4.3652E-02   4.7863E-02   6.5571E-07  0.1393   2.9289E-05  0.0155
   4.7863E-02   5.2481E-02   8.3000E-07  0.1151   3.1559E-05  0.0149
   5.2481E-02   5.7544E-02   8.1568E-07  0.1103   3.7281E-05  0.0146
   5.7544E-02   6.3096E-02   7.7641E-07  0.1121   4.1309E-05  0.0129
   6.3096E-02   6.9183E-02   7.7349E-07  0.1035   4.2356E-05  0.0125
   6.9183E-02   7.5858E-02   9.9887E-07  0.0886   4.0230E-05  0.0127
   7.5858E-02   8.3176E-02   1.0271E-06  0.0800   3.8128E-05  0.0125
   8.3176E-02   9.1201E-02   1.2583E-06  0.0704   4.0216E-05  0.0116
   9.1201E-02   1.0000E-01   1.4204E-06  0.0656   3.0980E-05  0.0121
   1.0000E-01   1.0965E-01   1.6296E-06  0.0569   3.3753E-05  0.0115
   1.0965E-01   1.2023E-01   1.7268E-06  0.0546   4.1042E-05  0.0101
   1.2023E-01   1.3183E-01   2.0443E-06  0.0472   2.8111E-05  0.0111
   1.3183E-01   1.4454E-01   2.0556E-06  0.0426   1.9961E-05  0.0136
   1.4454E-01   1.5849E-01   3.5995E-06  0.0319   1.7984E-05  0.0138
   1.5849E-01   1.7378E-01   4.6983E-06  0.0278   1.9201E-05  0.0125
   1.7378E-01   1.9055E-01   3.4722E-06  0.0268   1.9764E-05  0.0115
   1.9055E-01   2.0893E-01   3.1041E-06  0.0276   1.9620E-05  0.0117
   2.0893E-01   2.2909E-01   3.4185E-06  0.0262   2.1650E-05  0.0108
   2.2909E-01   2.5119E-01   3.8124E-06  0.0237   2.3939E-05  0.0096
   2.5119E-01   2.7542E-01   3.8641E-06  0.0232   2.3080E-05  0.0092
   2.7542E-01   3.0200E-01   4.1812E-06  0.0208   1.4632E-05  0.0107
   3.0200E-01   3.3113E-01   4.2877E-06  0.0197   1.7926E-05  0.0095
   3.3113E-01   3.6308E-01   4.5983E-06  0.0177   1.6980E-05  0.0089
   3.6308E-01   3.9811E-01   4.6818E-06  0.0171   1.6824E-05  0.0086
   3.9811E-01   4.3652E-01   4.7617E-06  0.0156   2.3385E-05  0.0074
   4.3652E-01   4.7863E-01   4.9844E-06  0.0145   9.1735E-06  0.0102
   4.7863E-01   5.2481E-01   5.5232E-06  0.0136   1.5339E-05  0.0091
   5.2481E-01   5.7544E-01   5.0100E-06  0.0142   6.0733E-06  0.0111
   5.7544E-01   6.3096E-01   5.1353E-06  0.0130   2.6975E-05  0.0056
   6.3096E-01   6.9183E-01   5.2536E-06  0.0122   8.1354E-06  0.0092
   6.9183E-01   7.5858E-01   5.6540E-06  0.0115   3.4553E-06  0.0130
   7.5858E-01   8.3176E-01   5.5430E-06  0.0110   1.8402E-05  0.0059
   8.3176E-01   9.1201E-01   5.6897E-06  0.0100   1.2243E-05  0.0065
   9.1201E-01   1.0000E+00   5.2959E-06  0.0098   1.1084E-05  0.0067
   1.0000E+00   1.0965E+00   5.1568E-06  0.0093   4.8482E-05  0.0030
   1.0965E+00   1.2023E+00   5.3516E-06  0.0092   1.2251E-05  0.0060
   1.2023E+00   1.3183E+00   5.2184E-06  0.0087   4.4450E-06  0.0087
   1.3183E+00   1.4454E+00   5.1000E-06  0.0088   1.9802E-05  0.0044
   1.4454E+00   1.5849E+00   5.1356E-06  0.0082   5.6476E-06  0.0074
   1.5849E+00   1.7378E+00   4.7257E-06  0.0080   3.2696E-05  0.0031
   1.7378E+00   1.9055E+00   4.7356E-06  0.0078   2.5420E-05  0.0034
   1.9055E+00   2.0893E+00   4.4071E-06  0.0076   3.9526E-06  0.0080
   2.0893E+00   2.2909E+00   4.1388E-06  0.0075   9.8666E-06  0.0049
   2.2909E+00   2.5119E+00   4.0293E-06  0.0073   2.1946E-06  0.0096
   2.5119E+00   2.7542E+00   3.7206E-06  0.0071   5.3665E-06  0.0061
   2.7542E+00   3.0200E+00   3.4086E-06  0.0069   5.0880E-06  0.0062
   3.0200E+00   3.3113E+00   3.0561E-06  0.0073   3.6165E-06  0.0066
   3.3113E+00   3.6308E+00   2.7925E-06  0.0069   2.3291E-06  0.0083
   3.6308E+00   3.9811E+00   2.5842E-06  0.0069   2.2080E-06  0.0078
   3.9811E+00   4.3652E+00   2.3654E-06  0.0066   1.9268E-06  0.0078
   4.3652E+00   4.7863E+00   2.0588E-06  0.0070   5.5843E-06  0.0048
   4.7863E+00   5.2481E+00   1.8072E-06  0.0070   3.0469E-06  0.0057
   5.2481E+00   5.7544E+00   1.6414E-06  0.0072   1.7739E-06  0.0078
   5.7544E+00   6.3096E+00   1.4286E-06  0.0075   2.0633E-06  0.0066
   6.3096E+00   6.9183E+00   1.2633E-06  0.0073   2.8953E-06  0.0050
   6.9183E+00   7.5858E+00   1.1088E-06  0.0075   7.7603E-07  0.0091
   7.5858E+00   8.3176E+00   9.6292E-07  0.0078   5.8172E-07  0.0115
   8.3176E+00   9.1201E+00   8.4259E-07  0.0077   5.4875E-07  0.0101
   9.1201E+00   1.0000E+01   1.0172E-06  0.0071   6.1302E-07  0.0096
   1.0000E+01   1.0965E+01   1.0757E-06  0.0064   2.5361E-07  0.0149
   1.0965E+01   1.2023E+01   7.0419E-07  0.0078   1.9145E-07  0.0145
   1.2023E+01   1.3183E+01   2.9518E-07  0.0110   6.0539E-09  0.0842
   1.3183E+01   1.4454E+01   2.0311E-07  0.0134   3.4176E-10  0.3215
   1.4454E+01   1.5849E+01   3.6634E-07  0.0102   1.3137E-10  0.5445
   1.5849E+01   1.7378E+01   1.0274E-06  0.0057   1.2621E-08  0.0516
   1.7378E+01   1.9055E+01   2.3667E-06  0.0032   0.0000E+00  0.0000
   1.9055E+01   2.0893E+01   2.5167E-04  0.0001   0.0000E+00  0.0000
   2.0893E+01   2.2909E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.2909E+01   2.5119E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.5119E+01   2.7542E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   2.7542E+01   3.0200E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.0200E+01   3.3113E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.3113E+01   3.6308E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.6308E+01   3.9811E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.9811E+01   4.3652E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.3652E+01   4.7863E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.7863E+01   5.2481E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.2481E+01   5.7544E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   5.7544E+01   6.3096E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.3096E+01   6.9183E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   6.9183E+01   7.5858E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   7.5858E+01   8.3176E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   8.3176E+01   9.1201E+01   0.0000E+00  0.0000   0.0000E+00  0.0000
   9.1201E+01   1.0000E+02   0.0000E+00  0.0000   0.0000E+00  0.0000

#   sum over                 4.9509E-06           5.5122E-07

'no. =  1,  reg  =    100'
msuc: {\huge Track Detection using [T-track] tally}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.17}
wt: s(0.7)
\vspace{-3}
   vol  &=&   4.1233E+03 [cm^3]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  1 # 1:Batch variance, 2:History variance
# resc2  = 1.00000000000000000E+03 # Total source weight or Total source weight / maxcas
# resc3  = 1.00000000000000000E+03 # Total history number or Total batch number
# maxcas =       10000 # History / Batch, only used for istdev=1
# rijklst= 173130845167769.0 # Next initial random number
