[ T - Deposit ]
    title = Energy Deposition in silicon (all)
     mesh =  reg            # mesh type is region-wise
      reg = 103
     unit =    3            # unit is [1/source] : only for output=deposit
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output = deposit         # deposit enerygy distribution
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
   e-type =    2            # e-mesh is linear given by emin, emax and ne
     emin =  1.0000000E-05  # minimum value of e-mesh points
     emax =   1.000000      # maximum value of e-mesh points
#    edel =  4.9999500E-03  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-05  5.00995E-03  1.00099E-02  1.50099E-02  2.00098E-02
#           2.50098E-02  3.00097E-02  3.50097E-02  4.00096E-02  4.50096E-02
#           5.00095E-02  5.50095E-02  6.00094E-02  6.50094E-02  7.00093E-02
#           7.50092E-02  8.00092E-02  8.50092E-02  9.00091E-02  9.50090E-02
#           1.00009E-01  1.05009E-01  1.10009E-01  1.15009E-01  1.20009E-01
#           1.25009E-01  1.30009E-01  1.35009E-01  1.40009E-01  1.45009E-01
#           1.50009E-01  1.55008E-01  1.60008E-01  1.65008E-01  1.70008E-01
#           1.75008E-01  1.80008E-01  1.85008E-01  1.90008E-01  1.95008E-01
#           2.00008E-01  2.05008E-01  2.10008E-01  2.15008E-01  2.20008E-01
#           2.25008E-01  2.30008E-01  2.35008E-01  2.40008E-01  2.45008E-01
#           2.50007E-01  2.55007E-01  2.60007E-01  2.65007E-01  2.70007E-01
#           2.75007E-01  2.80007E-01  2.85007E-01  2.90007E-01  2.95007E-01
#           3.00007E-01  3.05007E-01  3.10007E-01  3.15007E-01  3.20007E-01
#           3.25007E-01  3.30007E-01  3.35007E-01  3.40007E-01  3.45007E-01
#           3.50007E-01  3.55006E-01  3.60006E-01  3.65006E-01  3.70006E-01
#           3.75006E-01  3.80006E-01  3.85006E-01  3.90006E-01  3.95006E-01
#           4.00006E-01  4.05006E-01  4.10006E-01  4.15006E-01  4.20006E-01
#           4.25006E-01  4.30006E-01  4.35006E-01  4.40006E-01  4.45006E-01
#           4.50006E-01  4.55005E-01  4.60005E-01  4.65005E-01  4.70005E-01
#           4.75005E-01  4.80005E-01  4.85005E-01  4.90005E-01  4.95005E-01
#           5.00005E-01  5.05005E-01  5.10005E-01  5.15005E-01  5.20005E-01
#           5.25005E-01  5.30005E-01  5.35005E-01  5.40005E-01  5.45005E-01
#           5.50005E-01  5.55004E-01  5.60004E-01  5.65004E-01  5.70004E-01
#           5.75004E-01  5.80004E-01  5.85004E-01  5.90004E-01  5.95004E-01
#           6.00004E-01  6.05004E-01  6.10004E-01  6.15004E-01  6.20004E-01
#           6.25004E-01  6.30004E-01  6.35004E-01  6.40004E-01  6.45004E-01
#           6.50003E-01  6.55003E-01  6.60003E-01  6.65003E-01  6.70003E-01
#           6.75003E-01  6.80003E-01  6.85003E-01  6.90003E-01  6.95003E-01
#           7.00003E-01  7.05003E-01  7.10003E-01  7.15003E-01  7.20003E-01
#           7.25003E-01  7.30003E-01  7.35003E-01  7.40003E-01  7.45003E-01
#           7.50003E-01  7.55002E-01  7.60002E-01  7.65002E-01  7.70002E-01
#           7.75002E-01  7.80002E-01  7.85002E-01  7.90002E-01  7.95002E-01
#           8.00002E-01  8.05002E-01  8.10002E-01  8.15002E-01  8.20002E-01
#           8.25002E-01  8.30002E-01  8.35002E-01  8.40002E-01  8.45002E-01
#           8.50002E-01  8.55001E-01  8.60001E-01  8.65001E-01  8.70001E-01
#           8.75001E-01  8.80001E-01  8.85001E-01  8.90001E-01  8.95001E-01
#           9.00001E-01  9.05001E-01  9.10001E-01  9.15001E-01  9.20001E-01
#           9.25001E-01  9.30001E-01  9.35001E-01  9.40001E-01  9.45001E-01
#           9.50001E-01  9.55000E-01  9.60000E-01  9.65000E-01  9.70000E-01
#           9.75000E-01  9.80000E-01  9.85000E-01  9.90000E-01  9.95000E-01
#           1.00000E+00
     axis =   eng           # axis of output
     file = deposit_Si.out  # file name of output for the above axis
     part =  28Si       25Mg       electron   positron   alpha      all      
# kf/name :  14000028   12000025   11         -11        2000004    0        
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         205 (  0)           0 (  0)         205 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    103

x: Deposit Energy [MeV]
y: Number [1/source]     
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(28Si    ),hh0l   n y(25Mg    ),hh0dr  n y(electron),hh0ub  n y(positron),hh0mg  n y(alpha   ),hh0qrr n y(all     ),hh0vbb n 
#  e-lower      e-upper      28Si        r.err    25Mg        r.err    electron    r.err    positron    r.err    alpha       r.err    all         r.err 
   1.8001E-01   1.8501E-01   9.6883E-06  0.1428   0.0000E+00  0.0000   1.4860E-05  0.1155   0.0000E+00  0.0000   0.0000E+00  0.0000   2.4548E-05  0.0902
   1.8501E-01   1.9001E-01   1.2877E-05  0.1237   0.0000E+00  0.0000   1.4265E-05  0.1176   0.0000E+00  0.0000   0.0000E+00  0.0000   2.7142E-05  0.0857
   1.9001E-01   1.9501E-01   1.0222E-05  0.1395   0.0000E+00  0.0000   1.2130E-05  0.1281   0.0000E+00  0.0000   0.0000E+00  0.0000   2.2353E-05  0.0945
   1.9501E-01   2.0001E-01   7.3155E-06  0.1643   0.0000E+00  0.0000   1.0846E-05  0.1351   0.0000E+00  0.0000   0.0000E+00  0.0000   1.8161E-05  0.1048
   2.0001E-01   2.0501E-01   1.0415E-05  0.1382   0.0000E+00  0.0000   1.2736E-05  0.1250   0.0000E+00  0.0000   0.0000E+00  0.0000   2.3151E-05  0.0928
   2.0501E-01   2.1001E-01   6.9588E-06  0.1679   0.0000E+00  0.0000   1.2701E-05  0.1245   6.9674E-07  0.5157   0.0000E+00  0.0000   2.0357E-05  0.0990
   2.1001E-01   2.1501E-01   9.3764E-06  0.1458   0.0000E+00  0.0000   1.1380E-05  0.1324   0.0000E+00  0.0000   0.0000E+00  0.0000   2.0756E-05  0.0981
   2.1501E-01   2.2001E-01   6.7856E-06  0.1715   0.0000E+00  0.0000   1.6785E-05  0.1090   5.7821E-07  0.5781   0.0000E+00  0.0000   2.4149E-05  0.0909
   2.2001E-01   2.2501E-01   7.7987E-06  0.1598   0.0000E+00  0.0000   1.7951E-05  0.1054   7.9407E-07  0.5000   0.0000E+00  0.0000   2.6544E-05  0.0867
   2.2501E-01   2.3001E-01   3.0832E-06  0.2514   0.0000E+00  0.0000   1.2683E-05  0.1251   1.9958E-07  1.0000   0.0000E+00  0.0000   1.5966E-05  0.1118
   2.3001E-01   2.3501E-01   6.8456E-06  0.1701   0.0000E+00  0.0000   1.1915E-05  0.1291   5.9873E-07  0.5774   0.0000E+00  0.0000   1.9359E-05  0.1015
   2.3501E-01   2.4001E-01   4.6888E-06  0.2045   0.0000E+00  0.0000   1.3273E-05  0.1222   1.9958E-07  1.0000   0.0000E+00  0.0000   1.8161E-05  0.1048
   2.4001E-01   2.4501E-01   2.7216E-06  0.2666   0.0000E+00  0.0000   1.2646E-05  0.1252   1.9958E-07  1.0000   0.0000E+00  0.0000   1.5567E-05  0.1132
   2.4501E-01   2.5001E-01   5.2147E-06  0.1952   0.0000E+00  0.0000   1.1550E-05  0.1313   0.0000E+00  0.0000   0.0000E+00  0.0000   1.6764E-05  0.1091
   2.5001E-01   2.5501E-01   3.4022E-06  0.2419   0.0000E+00  0.0000   1.1766E-05  0.1302   1.9958E-07  1.0000   0.0000E+00  0.0000   1.5367E-05  0.1140
   2.5501E-01   2.6001E-01   4.6880E-06  0.2047   0.0000E+00  0.0000   1.3473E-05  0.1214   0.0000E+00  0.0000   0.0000E+00  0.0000   1.8161E-05  0.1048
   2.6001E-01   2.6501E-01   4.0291E-06  0.2217   0.0000E+00  0.0000   1.1687E-05  0.1303   5.0137E-08  1.0000   0.0000E+00  0.0000   1.5767E-05  0.1125
   2.6501E-01   2.7001E-01   4.0073E-06  0.2228   0.0000E+00  0.0000   1.0997E-05  0.1344   1.6363E-07  1.0000   0.0000E+00  0.0000   1.5168E-05  0.1147
   2.7001E-01   2.7501E-01   3.8094E-06  0.2284   0.0000E+00  0.0000   1.0361E-05  0.1387   0.0000E+00  0.0000   0.0000E+00  0.0000   1.4170E-05  0.1187
   2.7501E-01   2.8001E-01   2.2570E-06  0.2940   0.0000E+00  0.0000   1.1713E-05  0.1302   1.9958E-07  1.0000   0.0000E+00  0.0000   1.4170E-05  0.1187
   2.8001E-01   2.8501E-01   1.4672E-06  0.3617   0.0000E+00  0.0000   1.2304E-05  0.1271   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3771E-05  0.1204
   2.8501E-01   2.9001E-01   1.8955E-06  0.3201   0.0000E+00  0.0000   9.8795E-06  0.1418   3.9915E-07  0.7071   0.0000E+00  0.0000   1.2174E-05  0.1280
   2.9001E-01   2.9501E-01   2.8090E-06  0.2659   0.0000E+00  0.0000   9.5647E-06  0.1443   1.9958E-07  1.0000   0.0000E+00  0.0000   1.2573E-05  0.1260
   2.9501E-01   3.0001E-01   1.9155E-06  0.3187   0.0000E+00  0.0000   7.8637E-06  0.1588   1.9958E-07  1.0000   0.0000E+00  0.0000   9.9788E-06  0.1414
   3.0001E-01   3.0501E-01   3.1638E-06  0.2467   0.0000E+00  0.0000   1.0607E-05  0.1364   1.9958E-07  1.0000   0.0000E+00  0.0000   1.3970E-05  0.1195
   3.0501E-01   3.1001E-01   3.5315E-06  0.2348   0.0000E+00  0.0000   9.2414E-06  0.1463   1.9958E-07  1.0000   0.0000E+00  0.0000   1.2972E-05  0.1240
   3.1001E-01   3.1501E-01   2.0127E-06  0.3136   0.0000E+00  0.0000   1.1159E-05  0.1336   1.9958E-07  1.0000   0.0000E+00  0.0000   1.3372E-05  0.1222
   3.1501E-01   3.2001E-01   2.2157E-06  0.2989   0.0000E+00  0.0000   6.3660E-06  0.1768   1.9958E-07  1.0000   0.0000E+00  0.0000   8.7814E-06  0.1508
   3.2001E-01   3.2501E-01   1.1975E-06  0.4082   0.0000E+00  0.0000   8.2011E-06  0.1558   3.8066E-07  0.7079   0.0000E+00  0.0000   9.7792E-06  0.1429
   3.2501E-01   3.3001E-01   1.2040E-06  0.4061   0.0000E+00  0.0000   7.7770E-06  0.1601   3.9915E-07  0.7071   0.0000E+00  0.0000   9.3801E-06  0.1459
   3.3001E-01   3.3501E-01   7.9831E-07  0.5000   0.0000E+00  0.0000   9.4947E-06  0.1445   8.4988E-08  0.7272   0.0000E+00  0.0000   1.0378E-05  0.1387
   3.3501E-01   3.4001E-01   1.6257E-06  0.3475   0.0000E+00  0.0000   7.3923E-06  0.1637   1.6250E-07  1.0000   0.0000E+00  0.0000   9.1805E-06  0.1474
   3.4001E-01   3.4501E-01   2.4084E-06  0.2871   0.0000E+00  0.0000   7.5689E-06  0.1613   2.0105E-07  0.7491   0.0000E+00  0.0000   1.0178E-05  0.1400
   3.4501E-01   3.5001E-01   2.0732E-06  0.3067   0.0000E+00  0.0000   8.6535E-06  0.1515   4.4958E-07  0.5931   0.0000E+00  0.0000   1.1176E-05  0.1336
   3.5001E-01   3.5501E-01   1.6519E-06  0.3433   0.0000E+00  0.0000   6.3858E-06  0.1768   3.4444E-07  0.7160   0.0000E+00  0.0000   8.3822E-06  0.1543
   3.5501E-01   3.6001E-01   1.4115E-06  0.3742   0.0000E+00  0.0000   5.7732E-06  0.1857   0.0000E+00  0.0000   0.0000E+00  0.0000   7.1847E-06  0.1667
   3.6001E-01   3.6501E-01   1.3170E-06  0.3680   0.0000E+00  0.0000   6.8656E-06  0.1688   0.0000E+00  0.0000   0.0000E+00  0.0000   8.1826E-06  0.1562
   3.6501E-01   3.7001E-01   6.0455E-07  0.5719   0.0000E+00  0.0000   7.5781E-06  0.1622   0.0000E+00  0.0000   0.0000E+00  0.0000   8.1826E-06  0.1562
   3.7001E-01   3.7501E-01   1.4388E-06  0.3679   0.0000E+00  0.0000   5.9455E-06  0.1827   1.9958E-07  1.0000   0.0000E+00  0.0000   7.5839E-06  0.1622
   3.7501E-01   3.8001E-01   5.9873E-07  0.5774   0.0000E+00  0.0000   7.5839E-06  0.1622   1.9958E-07  1.0000   0.0000E+00  0.0000   8.3822E-06  0.1543
   3.8001E-01   3.8501E-01   9.9788E-07  0.4472   0.0000E+00  0.0000   5.1629E-06  0.1962   2.6129E-08  1.0000   0.0000E+00  0.0000   6.1869E-06  0.1796
   3.8501E-01   3.9001E-01   1.1975E-06  0.4082   0.0000E+00  0.0000   6.9852E-06  0.1690   0.0000E+00  0.0000   0.0000E+00  0.0000   8.1826E-06  0.1562
   3.9001E-01   3.9501E-01   6.9692E-07  0.5075   0.0000E+00  0.0000   5.5107E-06  0.1876   1.7878E-07  0.7562   0.0000E+00  0.0000   6.3864E-06  0.1768
   3.9501E-01   4.0001E-01   4.1173E-07  0.6862   0.0000E+00  0.0000   5.3760E-06  0.1925   1.9958E-07  1.0000   0.0000E+00  0.0000   5.9873E-06  0.1826
   4.0001E-01   4.0501E-01   1.1177E-06  0.4134   0.0000E+00  0.0000   5.4683E-06  0.1902   0.0000E+00  0.0000   0.0000E+00  0.0000   6.5860E-06  0.1741
   4.0501E-01   4.1001E-01   1.0259E-06  0.4354   0.0000E+00  0.0000   5.0273E-06  0.1978   1.3367E-07  1.0000   0.0000E+00  0.0000   6.1869E-06  0.1796
   4.1001E-01   4.1501E-01   1.3746E-06  0.3713   0.0000E+00  0.0000   6.6084E-06  0.1729   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-06  0.1581
   4.1501E-01   4.2001E-01   6.0720E-07  0.5695   0.0000E+00  0.0000   4.7814E-06  0.2041   1.9958E-07  1.0000   0.0000E+00  0.0000   5.5881E-06  0.1890
   4.2001E-01   4.2501E-01   7.9831E-07  0.5000   0.0000E+00  0.0000   4.7898E-06  0.2041   1.9958E-07  1.0000   0.0000E+00  0.0000   5.7877E-06  0.1857
   4.2501E-01   4.3001E-01   8.2095E-07  0.4473   0.0000E+00  0.0000   6.9625E-06  0.1675   0.0000E+00  0.0000   0.0000E+00  0.0000   7.7835E-06  0.1601
   4.3001E-01   4.3501E-01   1.4295E-06  0.3698   0.0000E+00  0.0000   5.1565E-06  0.1962   3.9915E-07  0.7071   0.0000E+00  0.0000   6.9852E-06  0.1690
   4.3501E-01   4.4001E-01   5.9591E-07  0.5774   0.0000E+00  0.0000   5.2365E-06  0.1942   1.5488E-07  0.9362   0.0000E+00  0.0000   5.9873E-06  0.1826
   4.4001E-01   4.4501E-01   4.7242E-07  0.6101   0.0000E+00  0.0000   4.5170E-06  0.2089   1.9958E-07  1.0000   0.0000E+00  0.0000   5.1890E-06  0.1961
   4.4501E-01   4.5001E-01   1.2199E-06  0.4009   0.0000E+00  0.0000   7.1623E-06  0.1667   1.9958E-07  1.0000   0.0000E+00  0.0000   8.5818E-06  0.1525
   4.5001E-01   4.5501E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   4.1911E-06  0.2182   0.0000E+00  0.0000   0.0000E+00  0.0000   4.3907E-06  0.2132
   4.5501E-01   4.6001E-01   4.8862E-07  0.5938   0.0000E+00  0.0000   5.2991E-06  0.1928   0.0000E+00  0.0000   0.0000E+00  0.0000   5.7877E-06  0.1857
   4.6001E-01   4.6501E-01   2.0426E-07  0.9773   0.0000E+00  0.0000   6.0351E-06  0.1812   3.4664E-07  0.7152   0.0000E+00  0.0000   6.5860E-06  0.1741
   4.6501E-01   4.7001E-01   1.0230E-06  0.4367   0.0000E+00  0.0000   5.4698E-06  0.1897   9.3215E-08  1.0000   0.0000E+00  0.0000   6.5860E-06  0.1741
   4.7001E-01   4.7501E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   3.9915E-06  0.2236   0.0000E+00  0.0000   0.0000E+00  0.0000   4.1911E-06  0.2182
