[ T - Deposit ]
    title = Energy Deposition
     mesh =  reg            # mesh type is region-wise
      reg = { 101 - 103 }
     unit =    3            # unit is [1/source] : only for output=deposit
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
   dresol =  2.0000000E-01  # (D=0) width = sqrt(dresol**2 + dfano*E)
    dfano =  5.0000000E-02  # (D=0) width = sqrt(dresol**2 + dfano*E)
 material =  all            # (D=all) number of specific material
   output = deposit         # deposit enerygy distribution
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
   e-type =    3            # e-mesh is log given by emin, emax and ne
     emin =  1.0000000E-05  # minimum value of e-mesh points
     emax =   10.00000      # maximum value of e-mesh points
#    edel =  6.9077553E-02  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-05  1.07152E-05  1.14815E-05  1.23027E-05  1.31826E-05
#           1.41254E-05  1.51356E-05  1.62181E-05  1.73780E-05  1.86209E-05
#           1.99526E-05  2.13796E-05  2.29087E-05  2.45471E-05  2.63027E-05
#           2.81838E-05  3.01995E-05  3.23594E-05  3.46737E-05  3.71535E-05
#           3.98107E-05  4.26580E-05  4.57088E-05  4.89779E-05  5.24807E-05
#           5.62341E-05  6.02560E-05  6.45654E-05  6.91831E-05  7.41310E-05
#           7.94328E-05  8.51138E-05  9.12011E-05  9.77237E-05  1.04713E-04
#           1.12202E-04  1.20226E-04  1.28825E-04  1.38038E-04  1.47911E-04
#           1.58489E-04  1.69824E-04  1.81970E-04  1.94984E-04  2.08930E-04
#           2.23872E-04  2.39883E-04  2.57040E-04  2.75423E-04  2.95121E-04
#           3.16228E-04  3.38844E-04  3.63078E-04  3.89045E-04  4.16869E-04
#           4.46684E-04  4.78630E-04  5.12861E-04  5.49541E-04  5.88844E-04
#           6.30957E-04  6.76083E-04  7.24436E-04  7.76247E-04  8.31764E-04
#           8.91251E-04  9.54993E-04  1.02329E-03  1.09648E-03  1.17490E-03
#           1.25893E-03  1.34896E-03  1.44544E-03  1.54882E-03  1.65959E-03
#           1.77828E-03  1.90546E-03  2.04174E-03  2.18776E-03  2.34423E-03
#           2.51189E-03  2.69153E-03  2.88403E-03  3.09030E-03  3.31131E-03
#           3.54813E-03  3.80189E-03  4.07380E-03  4.36516E-03  4.67735E-03
#           5.01187E-03  5.37032E-03  5.75440E-03  6.16595E-03  6.60693E-03
#           7.07946E-03  7.58578E-03  8.12831E-03  8.70964E-03  9.33254E-03
#           1.00000E-02  1.07152E-02  1.14815E-02  1.23027E-02  1.31826E-02
#           1.41254E-02  1.51356E-02  1.62181E-02  1.73780E-02  1.86209E-02
#           1.99526E-02  2.13796E-02  2.29087E-02  2.45471E-02  2.63027E-02
#           2.81838E-02  3.01995E-02  3.23594E-02  3.46737E-02  3.71535E-02
#           3.98107E-02  4.26580E-02  4.57088E-02  4.89779E-02  5.24807E-02
#           5.62341E-02  6.02560E-02  6.45654E-02  6.91831E-02  7.41310E-02
#           7.94328E-02  8.51138E-02  9.12011E-02  9.77237E-02  1.04713E-01
#           1.12202E-01  1.20226E-01  1.28825E-01  1.38038E-01  1.47911E-01
#           1.58489E-01  1.69824E-01  1.81970E-01  1.94984E-01  2.08930E-01
#           2.23872E-01  2.39883E-01  2.57040E-01  2.75423E-01  2.95121E-01
#           3.16228E-01  3.38844E-01  3.63078E-01  3.89045E-01  4.16869E-01
#           4.46684E-01  4.78630E-01  5.12861E-01  5.49541E-01  5.88844E-01
#           6.30957E-01  6.76083E-01  7.24436E-01  7.76247E-01  8.31764E-01
#           8.91251E-01  9.54993E-01  1.02329E+00  1.09648E+00  1.17490E+00
#           1.25893E+00  1.34896E+00  1.44544E+00  1.54882E+00  1.65959E+00
#           1.77828E+00  1.90546E+00  2.04174E+00  2.18776E+00  2.34423E+00
#           2.51189E+00  2.69153E+00  2.88403E+00  3.09030E+00  3.31131E+00
#           3.54813E+00  3.80189E+00  4.07380E+00  4.36516E+00  4.67735E+00
#           5.01187E+00  5.37032E+00  5.75440E+00  6.16595E+00  6.60693E+00
#           7.07946E+00  7.58578E+00  8.12831E+00  8.70964E+00  9.33254E+00
#           1.00000E+01
     axis =   eng           # axis of output
     file = deposit.out     # file name of output for the above axis
     part =  204Pb      63Cu       electron   positron   all      
# kf/name :  82000204   29000063   11         -11        0        
    y-txt = Response [cm^2]
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         207 (  0)           0 (  0)         207 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    101

x: Deposit Energy [MeV]
y: Response [cm^2]
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(204Pb   ),hh0l   n y(63Cu    ),hh0dr  n y(electron),hh0ub  n y(positron),hh0mg  n y(all     ),hh0qrr n 
#  e-lower      e-upper      204Pb       r.err    63Cu        r.err    electron    r.err    positron    r.err    all         r.err 
   1.8621E-02   1.9953E-02   1.7917E-05  0.2095   0.0000E+00  0.0000   1.2016E-05  0.2531   0.0000E+00  0.0000   1.4320E-03  0.0264
   1.9953E-02   2.1380E-02   2.2220E-05  0.1879   0.0000E+00  0.0000   1.4929E-05  0.2243   0.0000E+00  0.0000   1.5148E-03  0.0257
   2.1380E-02   2.2909E-02   1.4336E-05  0.2332   0.0000E+00  0.0000   1.3279E-05  0.2386   0.0000E+00  0.0000   1.5697E-03  0.0252
   2.2909E-02   2.4547E-02   2.4338E-05  0.1791   0.0000E+00  0.0000   1.8916E-05  0.1987   0.0000E+00  0.0000   1.8212E-03  0.0234
   2.4547E-02   2.6303E-02   1.6733E-05  0.2181   0.0000E+00  0.0000   1.9958E-05  0.1985   0.0000E+00  0.0000   1.8452E-03  0.0233
   2.6303E-02   2.8184E-02   3.0709E-05  0.1619   0.0000E+00  0.0000   1.6932E-05  0.2078   0.0000E+00  0.0000   1.9779E-03  0.0225
   2.8184E-02   3.0200E-02   3.2650E-05  0.1522   0.0000E+00  0.0000   2.5659E-05  0.1768   0.0000E+00  0.0000   2.1226E-03  0.0217
   3.0200E-02   3.2359E-02   3.3172E-05  0.1559   0.0000E+00  0.0000   3.0431E-05  0.1586   0.0000E+00  0.0000   2.3032E-03  0.0208
   3.2359E-02   3.4674E-02   4.1803E-05  0.1390   0.0000E+00  0.0000   3.4535E-05  0.1450   0.0000E+00  0.0000   2.5098E-03  0.0199
   3.4674E-02   3.7154E-02   4.3734E-05  0.1334   0.0000E+00  0.0000   3.6966E-05  0.1453   0.0000E+00  0.0000   2.6455E-03  0.0194
   3.7154E-02   3.9811E-02   5.3513E-05  0.1207   0.0000E+00  0.0000   3.1337E-05  0.1570   0.0000E+00  0.0000   2.7583E-03  0.0190
   3.9811E-02   4.2658E-02   6.5431E-05  0.1094   0.0000E+00  0.0000   4.2841E-05  0.1278   0.0000E+00  0.0000   3.0427E-03  0.0181
   4.2658E-02   4.5709E-02   5.9913E-05  0.1124   0.0000E+00  0.0000   7.0035E-05  0.1055   0.0000E+00  0.0000   3.3171E-03  0.0173
   4.5709E-02   4.8978E-02   6.9407E-05  0.1068   0.0000E+00  0.0000   6.4471E-05  0.1101   0.0000E+00  0.0000   3.5796E-03  0.0167
   4.8978E-02   5.2481E-02   7.9173E-05  0.1014   0.0000E+00  0.0000   6.2616E-05  0.1101   0.0000E+00  0.0000   3.6474E-03  0.0165
   5.2481E-02   5.6234E-02   8.2696E-05  0.0974   0.0000E+00  0.0000   6.3201E-05  0.1113   0.0000E+00  0.0000   4.0586E-03  0.0157
   5.6234E-02   6.0256E-02   1.0467E-04  0.0856   0.0000E+00  0.0000   7.3706E-05  0.1001   0.0000E+00  0.0000   4.2302E-03  0.0154
   6.0256E-02   6.4565E-02   1.0188E-04  0.0885   0.0000E+00  0.0000   9.9640E-05  0.0874   3.5556E-07  1.0000   4.6693E-03  0.0146
   6.4565E-02   6.9183E-02   1.1994E-04  0.0805   0.0000E+00  0.0000   9.3700E-05  0.0905   0.0000E+00  0.0000   4.8938E-03  0.0143
   6.9183E-02   7.4131E-02   1.0794E-04  0.0851   0.0000E+00  0.0000   1.1661E-04  0.0829   0.0000E+00  0.0000   5.2281E-03  0.0138
   7.4131E-02   7.9433E-02   1.3601E-04  0.0769   0.0000E+00  0.0000   1.3065E-04  0.0762   0.0000E+00  0.0000   5.5485E-03  0.0134
   7.9433E-02   8.5114E-02   1.4750E-04  0.0742   0.0000E+00  0.0000   1.6107E-04  0.0697   0.0000E+00  0.0000   5.9017E-03  0.0130
   8.5114E-02   9.1201E-02   1.5362E-04  0.0716   0.0000E+00  0.0000   1.7608E-04  0.0671   0.0000E+00  0.0000   6.3139E-03  0.0126
   9.1201E-02   9.7724E-02   1.8391E-04  0.0661   0.0000E+00  0.0000   1.9942E-04  0.0637   0.0000E+00  0.0000   6.7839E-03  0.0121
   9.7724E-02   1.0471E-01   2.0541E-04  0.0621   0.0000E+00  0.0000   2.5220E-04  0.0572   0.0000E+00  0.0000   7.0643E-03  0.0119
   1.0471E-01   1.1220E-01   2.1859E-04  0.0604   0.0000E+00  0.0000   2.5127E-04  0.0561   0.0000E+00  0.0000   7.5094E-03  0.0115
   1.1220E-01   1.2023E-01   2.4652E-04  0.0577   0.0000E+00  0.0000   2.9603E-04  0.0527   0.0000E+00  0.0000   7.7968E-03  0.0113
   1.2023E-01   1.2882E-01   2.4651E-04  0.0578   0.0000E+00  0.0000   3.2836E-04  0.0497   0.0000E+00  0.0000   8.3466E-03  0.0109
   1.2882E-01   1.3804E-01   2.6593E-04  0.0559   0.0000E+00  0.0000   4.0165E-04  0.0455   2.7132E-07  1.0000   8.8486E-03  0.0106
   1.3804E-01   1.4791E-01   2.8861E-04  0.0540   0.0000E+00  0.0000   4.1898E-04  0.0444   8.4762E-07  1.0000   9.1011E-03  0.0105
   1.4791E-01   1.5849E-01   2.7039E-04  0.0558   0.0000E+00  0.0000   4.6679E-04  0.0423   4.1754E-07  1.0000   9.5372E-03  0.0102
   1.5849E-01   1.6982E-01   3.1979E-04  0.0513   0.0000E+00  0.0000   5.1672E-04  0.0401   6.7715E-08  1.0000   1.0145E-02  0.0099
   1.6982E-01   1.8197E-01   3.0195E-04  0.0529   0.0000E+00  0.0000   6.0129E-04  0.0375   0.0000E+00  0.0000   1.0303E-02  0.0098
   1.8197E-01   1.9498E-01   3.4160E-04  0.0496   0.0000E+00  0.0000   6.2373E-04  0.0370   4.9472E-07  0.7291   1.0645E-02  0.0097
   1.9498E-01   2.0893E-01   3.2375E-04  0.0515   0.0000E+00  0.0000   7.3509E-04  0.0342   0.0000E+00  0.0000   1.0848E-02  0.0096
   2.0893E-01   2.2387E-01   3.6593E-04  0.0484   0.0000E+00  0.0000   8.9978E-04  0.0310   3.5708E-07  0.8832   1.1209E-02  0.0094
   2.2387E-01   2.3988E-01   3.6026E-04  0.0485   0.0000E+00  0.0000   9.4661E-04  0.0303   8.3317E-08  1.0000   1.1090E-02  0.0095
   2.3988E-01   2.5704E-01   3.7362E-04  0.0476   0.0000E+00  0.0000   1.0518E-03  0.0288   0.0000E+00  0.0000   1.1269E-02  0.0094
   2.5704E-01   2.7542E-01   3.8161E-04  0.0478   0.0000E+00  0.0000   1.2100E-03  0.0269   2.8307E-07  1.0000   1.1094E-02  0.0095
   2.7542E-01   2.9512E-01   3.5489E-04  0.0492   0.0000E+00  0.0000   1.3998E-03  0.0251   2.3311E-06  0.5809   1.0844E-02  0.0096
   2.9512E-01   3.1623E-01   3.3284E-04  0.0510   0.0000E+00  0.0000   1.5706E-03  0.0238   1.1347E-07  1.0000   1.0446E-02  0.0098
   3.1623E-01   3.3884E-01   3.0347E-04  0.0535   0.0000E+00  0.0000   1.7722E-03  0.0225   1.4558E-06  0.6239   1.0165E-02  0.0099
   3.3884E-01   3.6308E-01   2.8400E-04  0.0554   0.0000E+00  0.0000   1.9820E-03  0.0213   2.0014E-06  0.5845   9.5282E-03  0.0102
   3.6308E-01   3.8905E-01   2.5656E-04  0.0583   0.0000E+00  0.0000   2.2455E-03  0.0200   9.5548E-07  0.6319   9.0612E-03  0.0105
   3.8905E-01   4.1687E-01   2.1493E-04  0.0633   0.0000E+00  0.0000   2.5245E-03  0.0190   2.1959E-06  0.5073   8.3307E-03  0.0109
   4.1687E-01   4.4668E-01   1.8735E-04  0.0675   0.0000E+00  0.0000   2.7876E-03  0.0181   2.2331E-06  0.5584   7.6840E-03  0.0114
   4.4668E-01   4.7863E-01   1.5658E-04  0.0729   0.0000E+00  0.0000   3.2248E-03  0.0168   1.7722E-06  0.6313   7.2769E-03  0.0117
   4.7863E-01   5.1286E-01   1.2521E-04  0.0815   0.0000E+00  0.0000   3.5905E-03  0.0160   2.7435E-06  0.4795   6.6462E-03  0.0123
   5.1286E-01   5.4954E-01   9.8703E-05  0.0906   0.0000E+00  0.0000   4.0595E-03  0.0151   2.1536E-06  0.4674   6.4007E-03  0.0125
   5.4954E-01   5.8884E-01   7.1565E-05  0.1035   0.0000E+00  0.0000   4.5315E-03  0.0143   7.3566E-07  0.5903   6.2999E-03  0.0126
   5.8884E-01   6.3096E-01   4.8335E-05  0.1218   0.0000E+00  0.0000   5.0725E-03  0.0135   3.3807E-06  0.3971   6.2959E-03  0.0126
   6.3096E-01   6.7608E-01   4.1690E-05  0.1175   0.0000E+00  0.0000   5.6431E-03  0.0128   1.7394E-06  0.4842   6.6232E-03  0.0123
   6.7608E-01   7.2444E-01   3.1996E-05  0.1180   0.0000E+00  0.0000   5.9706E-03  0.0125   4.6165E-06  0.3653   6.6601E-03  0.0122
   7.2444E-01   7.7625E-01   3.5069E-05  0.1067   0.0000E+00  0.0000   6.5457E-03  0.0119   3.1842E-06  0.3572   7.1411E-03  0.0118
   7.7625E-01   8.3176E-01   3.4884E-05  0.0967   0.0000E+00  0.0000   7.0738E-03  0.0115   3.6010E-06  0.3257   7.5842E-03  0.0115
   8.3176E-01   8.9125E-01   3.1514E-05  0.0935   0.0000E+00  0.0000   7.3285E-03  0.0113   3.7884E-06  0.2771   7.7928E-03  0.0113
   8.9125E-01   9.5499E-01   3.5332E-05  0.0844   0.0000E+00  0.0000   7.5286E-03  0.0112   6.0410E-06  0.2864   7.9784E-03  0.0112
   9.5499E-01   1.0233E+00   4.3112E-05  0.0677   0.0000E+00  0.0000   7.5103E-03  0.0112   4.3715E-06  0.2765   7.9245E-03  0.0112
   1.0233E+00   1.0965E+00   4.9623E-05  0.0635   0.0000E+00  0.0000   7.4675E-03  0.0112   8.2426E-06  0.2061   7.8636E-03  0.0113
   1.0965E+00   1.1749E+00   4.9064E-05  0.0639   0.0000E+00  0.0000   7.5394E-03  0.0112   9.1283E-06  0.1783   7.9245E-03  0.0112
   1.1749E+00   1.2589E+00   5.3677E-05  0.0625   0.0000E+00  0.0000   7.1653E-03  0.0115   1.2016E-05  0.1761   7.5114E-03  0.0115
   1.2589E+00   1.3490E+00   4.5270E-05  0.0682   0.0000E+00  0.0000   6.8600E-03  0.0118   2.0117E-05  0.1328   7.1920E-03  0.0118
   1.3490E+00   1.4454E+00   3.6452E-05  0.0755   0.0000E+00  0.0000   6.5416E-03  0.0121   1.8438E-05  0.1277   6.8428E-03  0.0121
   1.4454E+00   1.5488E+00   3.5117E-05  0.0739   0.0000E+00  0.0000   6.5303E-03  0.0121   3.5767E-05  0.1028   6.8408E-03  0.0121
   1.5488E+00   1.6596E+00   3.4592E-05  0.0714   0.0000E+00  0.0000   6.3703E-03  0.0122   4.2040E-05  0.0909   6.6731E-03  0.0122
   1.6596E+00   1.7783E+00   2.5926E-05  0.0738   0.0000E+00  0.0000   6.3340E-03  0.0123   5.0248E-05  0.0830   6.6302E-03  0.0123
   1.7783E+00   1.9055E+00   2.8955E-05  0.0680   0.0000E+00  0.0000   6.2357E-03  0.0124   6.5742E-05  0.0704   6.5334E-03  0.0124
   1.9055E+00   2.0417E+00   3.1447E-05  0.0640   0.0000E+00  0.0000   6.1444E-03  0.0124   1.0137E-04  0.0589   6.4765E-03  0.0124
   2.0417E+00   2.1878E+00   3.1129E-05  0.0647   0.0000E+00  0.0000   6.0948E-03  0.0125   1.3119E-04  0.0514   6.4466E-03  0.0124
   2.1878E+00   2.3442E+00   2.4277E-05  0.0717   0.0000E+00  0.0000   5.9766E-03  0.0126   1.7132E-04  0.0443   6.3538E-03  0.0125
   2.3442E+00   2.5119E+00   2.1477E-05  0.0707   0.0000E+00  0.0000   6.2561E-03  0.0123   2.4113E-04  0.0374   6.7070E-03  0.0122
   2.5119E+00   2.6915E+00   1.8265E-05  0.0763   0.0000E+00  0.0000   6.4059E-03  0.0121   3.2050E-04  0.0328   6.9256E-03  0.0120
   2.6915E+00   2.8840E+00   1.8743E-05  0.0699   0.0000E+00  0.0000   6.6232E-03  0.0119   3.5803E-04  0.0308   7.1671E-03  0.0118
   2.8840E+00   3.0903E+00   1.8105E-05  0.0682   0.0000E+00  0.0000   6.3556E-03  0.0121   4.5890E-04  0.0274   6.9905E-03  0.0119
   3.0903E+00   3.3113E+00   1.5891E-05  0.0730   0.0000E+00  0.0000   6.1850E-03  0.0122   5.0808E-04  0.0267   6.8488E-03  0.0121
   3.3113E+00   3.5481E+00   1.3921E-05  0.0773   0.0000E+00  0.0000   5.7144E-03  0.0126   5.3294E-04  0.0259   6.3887E-03  0.0125
   3.5481E+00   3.8019E+00   1.1787E-05  0.0801   0.0000E+00  0.0000   5.4738E-03  0.0128   6.0841E-04  0.0243   6.2081E-03  0.0127
   3.8019E+00   4.0738E+00   1.0338E-05  0.0804   0.0000E+00  0.0000   5.1855E-03  0.0132   6.3125E-04  0.0240   5.9187E-03  0.0130
   4.0738E+00   4.3652E+00   8.7814E-06  0.0845   0.0000E+00  0.0000   4.9585E-03  0.0135   6.3831E-04  0.0238   5.6822E-03  0.0133
   4.3652E+00   4.6774E+00   9.4537E-06  0.0825   0.0000E+00  0.0000   4.5145E-03  0.0141   6.0976E-04  0.0241   5.1872E-03  0.0139
   4.6774E+00   5.0119E+00   8.5262E-06  0.0821   0.0000E+00  0.0000   3.8902E-03  0.0151   5.8266E-04  0.0250   4.5176E-03  0.0149
   5.0119E+00   5.3703E+00   7.3419E-06  0.0893   0.0000E+00  0.0000   3.1820E-03  0.0166   5.1736E-04  0.0263   3.7302E-03  0.0164
   5.3703E+00   5.7544E+00   5.5677E-06  0.0972   0.0000E+00  0.0000   2.6938E-03  0.0181   4.4688E-04  0.0280   3.1684E-03  0.0177
   5.7544E+00   6.1660E+00   4.0951E-06  0.1061   0.0000E+00  0.0000   2.2276E-03  0.0198   3.9631E-04  0.0298   2.6425E-03  0.0194
   6.1660E+00   6.6069E+00   2.9074E-06  0.1230   0.0000E+00  0.0000   1.8756E-03  0.0216   3.2064E-04  0.0326   2.2104E-03  0.0212
   6.6069E+00   7.0795E+00   2.7713E-06  0.1181   0.0000E+00  0.0000   1.4252E-03  0.0247   2.6014E-04  0.0364   1.6945E-03  0.0243
   7.0795E+00   7.5858E+00   2.1300E-06  0.1311   0.0000E+00  0.0000   1.1776E-03  0.0272   2.1154E-04  0.0390   1.3951E-03  0.0267
   7.5858E+00   8.1283E+00   1.2368E-06  0.1705   0.0000E+00  0.0000   8.1564E-04  0.0326   1.5029E-04  0.0462   9.6898E-04  0.0321
   8.1283E+00   8.7096E+00   9.7871E-07  0.1905   0.0000E+00  0.0000   5.7179E-04  0.0389   1.0764E-04  0.0550   6.7959E-04  0.0383
   8.7096E+00   9.3325E+00   6.1985E-07  0.2390   0.0000E+00  0.0000   3.9129E-04  0.0470   7.1770E-05  0.0636   4.6403E-04  0.0464
   9.3325E+00   1.0000E+01   5.2581E-07  0.2520   0.0000E+00  0.0000   2.5745E-04  0.0578   4.8117E-05  0.0772   3.0636E-04  0.0571

#   sum over                 9.7516E-03           0.0000E+00           2.4852E-01           8.7389E-03           5.6778E-01

'no. =  1,  reg  =    101'
msuc: {\huge Energy Deposition}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.17}
wt: s(0.7)
\vspace{-3}
   vol  &=&   1.0000E+00 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. =  2   reg =    102

x: Deposit Energy [MeV]
y: Response [cm^2]
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(204Pb   ),hh0l   n y(63Cu    ),hh0dr  n y(electron),hh0ub  n y(positron),hh0mg  n y(all     ),hh0qrr n 
#  e-lower      e-upper      204Pb       r.err    63Cu        r.err    electron    r.err    positron    r.err    all         r.err 
   1.0000E-05   1.0715E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.0715E-05   1.1482E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   1.1482E-05   1.2303E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   1.2303E-05   1.3183E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3183E-05   1.4125E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   1.4125E-05   1.5136E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   1.5136E-05   1.6218E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6218E-05   1.7378E-05   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   1.7378E-05   1.8621E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   1.8621E-05   1.9953E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   1.9953E-05   2.1380E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   2.1380E-05   2.2909E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   2.2909E-05   2.4547E-05   0.0000E+00  0.0000   8.3232E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   2.4547E-05   2.6303E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   2.6303E-05   2.8184E-05   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   2.8184E-05   3.0200E-05   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   3.0200E-05   3.2359E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.2359E-05   3.4674E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.4674E-05   3.7154E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   3.7154E-05   3.9811E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   3.9811E-05   4.2658E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.2658E-05   4.5709E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   4.5709E-05   4.8978E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   2.9938E-06  0.5774
   4.8978E-05   5.2481E-05   0.0000E+00  0.0000   2.9938E-06  0.5773   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9875E-06  0.4082
   5.2481E-05   5.6234E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   5.6234E-05   6.0256E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   6.0256E-05   6.4565E-05   0.0000E+00  0.0000   8.4283E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   2.9938E-06  0.5774
   6.4565E-05   6.9183E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   6.9183E-05   7.4131E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   7.4131E-05   7.9433E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   7.9433E-05   8.5114E-05   0.0000E+00  0.0000   1.9958E-06  0.7071   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9896E-06  0.4472
   8.5114E-05   9.1201E-05   0.0000E+00  0.0000   9.9792E-07  1.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   3.9917E-06  0.5000
   9.1201E-05   9.7724E-05   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.7071
   9.7724E-05   1.0471E-04   0.0000E+00  0.0000   2.9938E-06  0.5773   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9875E-06  0.4082
   1.0471E-04   1.1220E-04   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   2.9938E-06  0.5774
   1.1220E-04   1.2023E-04   0.0000E+00  0.0000   2.9938E-06  0.5773   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9896E-06  0.4472
   1.2023E-04   1.2882E-04   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9896E-06  0.4472
   1.2882E-04   1.3804E-04   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-07  1.0000
   1.3804E-04   1.4791E-04   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9834E-06  0.3536
   1.4791E-04   1.5849E-04   0.0000E+00  0.0000   1.9958E-06  0.7071   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9875E-06  0.4082
   1.5849E-04   1.6982E-04   0.0000E+00  0.0000   2.9938E-06  0.5773   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-06  0.3162
   1.6982E-04   1.8197E-04   0.0000E+00  0.0000   1.9958E-06  0.7071   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9896E-06  0.4472
   1.8197E-04   1.9498E-04   0.0000E+00  0.0000   1.9958E-06  0.7071   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9896E-06  0.4472
   1.9498E-04   2.0893E-04   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   3.9917E-06  0.5000
